/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_079.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_079.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_079.jpg, 0, 0, 0, 7.951828E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_188.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_188.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_188.jpg, 0, 0, 0, 7.84177E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_289.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_289.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_289.jpg, 0, 0, 0, 7.80806E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_394.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_394.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_394.jpg, 0, 0, 0, 7.991688E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_495.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_495.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_495.jpg, 0, 0, 0, 8.053485E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_600.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_600.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_600.jpg, 0, 0, 0, 7.865771E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_714.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_714.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_714.jpg, 0, 0, 0, 7.929562E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_819.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_819.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_819.jpg, 0, 0, 0, 7.843489E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_42_59_934.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_42_59_934.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_42_59_934.jpg, 0, 0, 0, 8.008743E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_43_00_068.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_43_00_068.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_43_00_068.jpg, 0, 0, 0, 8.18897E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_43_00_168.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_43_00_168.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_43_00_168.jpg, 0, 0, 0, 8.120359E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_43_00_327.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_43_00_327.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_43_00_327.jpg, 0, 0, 0, 7.834008E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_43_00_442.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_43_00_442.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_43_00_442.jpg, 0, 0, 0, 7.995475E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_43_00_551.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_43_00_551.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_43_00_551.jpg, 0, 0, 0, 7.787171E-05
/Users/agyemang/Desktop/data/IMG/center_2020_12_18_18_43_00_671.jpg, /Users/agyemang/Desktop/data/IMG/left_2020_12_18_18_43_00_671.jpg, /Users/agyemang/Desktop/data/IMG/right_2020_12_18_18_43_00_671.jpg, 0, 0, 0, 8.04633E-05
